area_m2,number_rooms,bathrooms,condominium fees,condition_encoded,heating_encoded,Energy Efficiency Encoded,grid_cell_encoded,price_euro,total_features
44.6231263473213,3.0,1.0,208.7878373001238,0,6,6,2,232288.18331739775,
153.4252661871085,4.0,1.0,209.8215772210439,0,2,5,5,798663.8157129253,
34.814208961939684,3.0,1.0,213.0265207659176,0,0,4,45,181227.3145197656,
131.86972520754634,3.0,1.0,254.09800543819065,1,5,8,19,755100.7639192591,
104.77577563766651,3.0,2.0,129.73177015078505,2,4,5,35,654499.4016540257,
57.25765390314859,4.0,2.0,240.44176511396978,3,1,8,19,387475.30133711104,
52.68999719858899,1.0,1.0,241.75106709617012,3,5,6,39,356564.95071398886,
139.36627350636178,2.0,1.0,208.8226724074671,0,2,8,46,725478.9419399722,
27.111771214463293,1.0,1.0,178.59707553483054,1,9,5,26,155245.02779561322,
54.06108824850966,3.0,3.0,246.14462081094223,3,4,5,44,365843.42933672917,
63.126804289597374,2.0,1.0,159.6440841848251,0,9,9,35,328610.1151436632,
102.73305158257584,2.0,2.0,118.0737107884398,1,3,9,16,588260.9189309241,
144.95139253143682,3.0,1.0,102.82516545284375,2,2,6,7,905463.1101832432,
80.7009626498724,1.0,2.0,127.89175001952268,1,3,6,43,462102.7188009265,
112.61347968126542,2.0,2.0,104.25677365266732,3,2,4,2,762080.5080125625,
65.76779478546342,3.0,3.0,253.85577745290496,3,4,4,3,445065.3208020001,
64.08870008200363,4.0,2.0,274.9917719884715,2,4,8,12,400340.78107436345,
109.39203826921757,1.0,1.0,126.148868109837,3,3,7,24,740280.2962193151,
148.7106211498358,2.0,1.0,156.67385649250582,0,2,9,22,774121.4669278944,
88.79628136198001,3.0,1.0,205.27646901100823,0,9,6,6,462234.01566199376,
23.230839673489683,2.0,3.0,237.10129284177873,2,3,9,4,145115.32435512324,
132.6242917967917,3.0,1.0,270.4619583227442,1,6,4,46,759421.4964230265,
80.18385226064359,3.0,2.0,147.35729128046364,1,1,8,4,459141.6869998615,
93.28658978609516,2.0,2.0,93.47326255638933,1,7,7,27,534169.424407597,
119.8218090173823,4.0,2.0,164.31922794281166,2,4,4,17,748486.9649467596,
77.90513970947728,1.0,1.0,176.02861096745028,3,1,4,7,527201.4381815164,
48.32191783561921,4.0,1.0,265.1502596263479,3,2,4,45,327005.1844285235,
104.60431496191173,4.0,1.0,78.17629931838263,2,2,5,17,653428.3438736777,
109.5473707162491,1.0,2.0,176.66501834493675,3,7,8,30,741331.4654974485,
56.61727228116046,2.0,1.0,86.68019065833958,1,9,4,22,324196.81987843,
77.69774936745371,1.0,1.0,226.73173489988721,3,9,4,16,525797.9815291374,
30.36672981435028,1.0,2.0,119.77025245633175,3,1,9,27,205498.426556925,
87.0440479686098,2.0,1.0,173.0715805243686,2,1,9,35,543735.1999188523,
87.50519096268565,2.0,2.0,232.54527552933186,0,2,9,15,455513.1722810005,
54.263476361215325,1.0,1.0,199.0073768066581,1,8,6,39,310718.7217443565,
86.9369193406768,3.0,1.0,113.98442053612676,1,1,8,1,497810.50277926424,
132.31646124205287,2.0,2.0,146.9191948797687,0,2,8,39,688780.7493736567,
39.52570021460465,1.0,1.0,122.26072737145878,0,9,6,4,205753.2461023933,
69.13861667246609,2.0,1.0,122.5092968570064,1,2,4,38,395895.4353133997,
128.61645693099882,4.0,1.0,101.3942504077848,3,0,8,29,870376.2206280316,
82.54712861624093,3.0,2.0,249.9979538038642,2,3,7,5,515644.44127259747,
135.9024711460171,4.0,1.0,185.00903784641696,0,6,9,10,707447.9247630845,
123.88235050437261,3.0,1.0,208.42817066492256,0,8,8,36,644876.5135766256,
156.92144483565613,1.0,1.0,258.0527871113387,1,4,6,40,898549.7064184148,
113.27875177089014,2.0,3.0,213.94593580854064,3,2,5,39,766582.5524699644,
124.46518929683454,3.0,2.0,192.1943646024982,0,4,7,45,647910.5135526495,
24.9493690385962,2.0,2.0,216.8567654114052,2,7,9,45,155850.40538260012,
47.58354481511006,1.0,2.0,114.28956026533739,2,2,5,34,297238.5689395088,
133.46903992467142,4.0,1.0,272.1309403441298,3,3,8,18,903214.7309329961,
134.15994498689184,1.0,2.0,198.66083716288256,1,3,5,49,768214.8179768149,
24.82856348250217,2.0,1.0,221.45206648453183,3,7,7,11,168020.42105013828,
102.84521719477515,4.0,3.0,145.39137106833473,1,8,6,42,588903.1917446718,
129.85082534575272,3.0,1.0,164.80393656983244,2,8,6,44,811134.8923531511,
127.05792694599681,4.0,1.0,106.47499211021348,2,9,5,22,793688.5855098394,
157.65791535607542,3.0,1.0,86.97896343363283,2,2,6,39,984836.5296135972,
154.81413279524168,1.0,2.0,120.24002096788627,3,4,4,33,1047661.7302124763,
62.556182348983675,1.0,1.0,192.74714813118618,1,3,4,12,358203.6817415535,
78.28698602435654,4.0,1.0,206.78779258624422,3,0,8,49,529785.4772721254,
61.745530519705575,1.0,1.0,194.0990906931043,1,0,8,11,353561.7988939398,
143.92128111630853,1.0,1.0,160.18343754690827,3,9,7,45,973947.3759035413,
144.93034891127525,3.0,1.0,144.09533889007247,2,3,6,24,905331.6576912852,
44.5406192724696,3.0,1.0,247.10550307289472,1,5,8,24,255044.55693029694,
103.76214765397569,2.0,1.0,157.03845374292456,1,8,6,13,594153.6378884963,
143.32799823612245,3.0,2.0,218.69564342172535,0,1,5,38,746101.9218969774,
74.07269007609648,2.0,1.0,205.15505102060635,0,6,9,34,385589.5366291825,
133.43088771388307,1.0,3.0,183.51428515910612,3,6,5,12,902956.5464220329,
117.03521074793315,2.0,1.0,252.57999988704069,2,1,8,20,731080.0129208282,
102.44634242235719,3.0,1.0,105.71371499194093,0,9,5,11,533290.172982914,
143.64543171708624,3.0,3.0,223.21912741984985,3,9,8,5,972080.641557979,
26.24149565745454,2.0,1.0,137.39189847011363,2,4,9,4,163921.89035856054,
127.84126885816912,3.0,2.0,171.86295846038755,0,6,5,4,665484.8847863782,
133.7388143171487,2.0,1.0,200.92960594536822,0,7,7,2,696184.8879648955,
23.592210560313564,1.0,2.0,165.9948424929237,2,8,7,31,147372.6880230319,
98.79348618342053,4.0,1.0,196.0653585707481,0,7,4,12,514275.02525306086,
22.11873161007957,2.0,1.0,141.02776808749886,3,6,9,5,149682.38500143957,
134.06051337142947,1.0,1.0,257.0251274353609,2,2,6,13,837431.412490436,
126.6857477191528,1.0,3.0,86.48718385631737,3,1,9,13,857310.6812170076,
125.09770976197976,1.0,2.0,216.71724055480294,3,7,7,35,846564.0745357205,
42.61215213039857,1.0,1.0,165.3001526910979,0,7,7,1,221819.9444066754,
110.50533407338838,4.0,1.0,80.79106663194,2,1,8,10,690290.0464390366,
91.74878072277308,3.0,1.0,229.59136967950258,0,5,4,34,477603.41643921135,
43.13003642797385,3.0,1.0,174.98557836988118,2,3,7,43,269418.98414615163,
149.51312648183284,1.0,1.0,78.27728374399913,0,2,6,33,778298.9533778842,
23.01061314232056,3.0,1.0,144.57677700291765,2,2,6,2,143739.64250498847,
145.47314369719598,3.0,1.0,227.34952125261597,3,8,4,39,984449.1757533965,
151.0023779561843,2.0,3.0,135.03568486890273,2,7,8,8,943261.6023997085,
97.934835484341,3.0,1.0,124.2805034972944,1,3,5,21,560785.7980453345,
146.2433390559794,4.0,1.0,129.81026851516103,3,2,8,42,989661.2593507762,
29.76105158901175,2.0,2.0,274.21924532100934,0,7,6,44,154922.8208131115,
104.66431785984545,2.0,2.0,149.81398122518465,3,2,8,33,708286.7588425011,
25.409259061170737,4.0,1.0,262.59059458039314,0,2,7,28,132269.32108746763,
131.28683216705014,4.0,2.0,217.71560194796703,1,0,9,38,751763.053315334,
32.049549132158376,2.0,1.0,91.03755027373042,2,2,8,17,200202.8675294102,
145.5872894234153,4.0,1.0,238.27919318881584,3,8,9,9,985221.6253151266,
65.2291093060398,2.0,3.0,130.35413272338727,0,5,4,2,339553.78164626315,
111.9118490470741,3.0,2.0,82.97016379210356,0,6,6,3,582563.3978332,
154.60118084941078,2.0,1.0,235.55994710607052,0,8,7,39,804785.1053445938,
73.4633050420751,2.0,1.0,98.61983433425445,1,8,6,6,420659.08357659966,
21.312027647625428,3.0,3.0,270.819378544483,0,4,9,35,110940.95349897513,
61.73087374626228,1.0,1.0,91.5996945354261,2,7,6,32,385612.22462555737,
59.89494906698069,3.0,2.0,234.10083433849874,2,6,5,35,374143.81413889065,
121.37099353251313,3.0,3.0,204.76305205610493,1,0,9,8,694983.8546322802,
150.35933774241906,1.0,1.0,237.75978745875005,3,1,5,45,1017515.139532962,
37.640979197797684,2.0,1.0,134.16545373267945,3,9,7,25,254724.89288438277,
41.10871064112568,3.0,1.0,85.29018442101486,3,8,4,28,278191.80419431,
77.00869105453307,1.0,1.0,227.95731972307587,2,3,8,13,481047.6649836627,
114.00995999381458,2.0,1.0,173.6495613941828,3,5,6,47,771530.8014324012,
37.48360337023626,1.0,1.0,163.22934643244986,0,8,6,30,195122.99661148113,
95.1346642690304,3.0,2.0,82.15327626044974,3,7,4,23,643797.4697251853,
90.49164054044165,2.0,1.0,111.98178642783537,1,8,7,42,518165.23309539916,
112.20309170161319,4.0,1.0,191.714295072911,2,1,5,33,700895.3733389239,
25.215458202632128,1.0,2.0,79.30899012619412,1,4,6,34,144386.5278509891,
36.107207868677534,3.0,2.0,145.39427027730926,1,7,4,43,206753.90201745604,
26.951886933580074,3.0,2.0,109.09248912005746,3,9,7,8,182389.42393373922,
79.42453651867832,1.0,1.0,104.79862562713456,2,2,4,31,496138.6476191874,
60.76634054001182,3.0,1.0,139.02053151217314,1,0,4,35,347954.8477872689,
119.24963513071934,3.0,3.0,118.57356543805949,0,9,6,23,620760.6542440333,
136.9781416349287,2.0,1.0,194.0379119222468,1,9,8,39,784352.1265095966,
94.2906411161849,2.0,2.0,153.0138326568702,0,7,8,11,490835.2130739069,
59.79198222166703,3.0,1.0,205.92860642558065,3,6,5,39,404625.6657332168,
126.54101235600294,2.0,1.0,104.72594460746302,1,9,4,5,724587.9594178925,
136.7175561183455,3.0,1.0,155.81074682128937,3,8,8,40,925198.163805944,
94.74885386976567,3.0,2.0,257.284783805606,2,7,4,30,591864.5582698303,
67.29675579475715,2.0,1.0,104.49243071796808,0,8,8,35,350317.0312417406,
125.59820681999435,1.0,1.0,131.12606306390475,3,2,7,7,849951.0496412771,
41.55626424398848,3.0,1.0,84.95734826242602,3,6,7,37,281220.49914271117,
117.30837019469237,1.0,1.0,263.9328663324261,2,4,9,1,732786.3490788952,
37.24071974435359,3.0,2.0,190.82349744678567,1,5,6,25,213244.5175236872,
81.68506674295313,3.0,3.0,84.74140756906414,2,4,8,33,510259.42763922876,
130.43955530404713,1.0,2.0,81.86354876309292,2,9,8,46,814812.4924767904,
155.0861762861829,1.0,1.0,127.6701996627772,2,7,6,25,968771.7315034334,
118.43461923536762,2.0,1.0,194.85788920118313,0,6,9,44,616518.043355847,
152.78953010860369,1.0,1.0,271.81120490637704,3,1,6,39,1033960.7927374633,
56.10978699953522,2.0,1.0,227.44045507089612,3,0,9,31,379707.4302482115,
142.80975054308018,1.0,2.0,110.25578536765377,3,7,5,24,966425.4008583258,
158.27323768241948,1.0,1.0,266.88912258348296,3,9,5,32,1071070.2636948829,
158.674262080356,2.0,3.0,83.44169800646522,1,9,8,33,908586.5335855347,
77.65698258022374,2.0,3.0,93.55283925386308,2,4,8,36,485097.3263970914,
157.19215949526227,2.0,3.0,85.225744384346,1,2,8,22,900099.8487725528,
94.8935464807539,2.0,1.0,200.41001336117282,2,6,7,35,592768.4048578341,
106.3876353839776,1.0,1.0,189.8881409034648,2,9,7,32,664568.1530719016,
92.99862741493519,4.0,1.0,148.69912528233576,3,6,6,25,629342.4324107382,
75.78364805734859,1.0,1.0,89.77974705661131,2,9,9,12,473395.2290672689,
65.0185367460755,2.0,1.0,262.74608760021624,2,8,9,28,406149.1612707133,
103.0845582123476,2.0,1.0,235.84237928368083,3,4,4,27,697596.1733272468,
154.19252808317717,1.0,1.0,232.40936608215355,3,5,5,16,1043455.1926283977,
153.9268097197913,1.0,2.0,145.60569746447453,0,9,9,10,801274.6286612313,
39.45450450737522,3.0,1.0,92.03059221029179,2,6,8,6,246459.1594333173,
60.50888916271227,3.0,3.0,156.74362473248647,1,7,6,28,346480.65246787324,
76.55951603355578,3.0,1.0,241.96486240926228,2,0,4,15,478241.8181103909,
156.25628215802797,2.0,1.0,76.7355908345151,1,2,6,11,894740.910690532,
113.28576026352872,2.0,1.0,184.19713217262088,1,5,7,29,648686.9065779275,
147.3000126466285,3.0,2.0,202.20162824096593,1,4,4,10,843456.3118997134,
66.54812208302465,3.0,2.0,192.47771868471312,2,1,8,49,415703.971833739,
129.6294035240068,3.0,1.0,102.03587329448149,1,6,8,22,742272.431927188,
50.22714211977736,3.0,2.0,96.57454764947893,1,3,7,36,287606.22140095814,
101.11077636465772,2.0,1.0,257.93574844885916,1,2,4,21,578971.5899783592,
95.01047043469323,2.0,2.0,193.21894421867904,1,3,6,19,544040.5573959559,
100.40607150784857,2.0,2.0,172.8956136680638,2,5,6,29,627203.3141665776,
22.746597410850416,3.0,1.0,106.72163365988038,0,7,4,30,118408.68674446535,
131.59877361647074,4.0,3.0,217.90036917539086,0,8,4,27,685044.786244622,
156.81624924743713,3.0,2.0,253.74587145317707,2,3,5,14,979578.9215344049,
81.30593958137081,3.0,1.0,173.71347024002444,3,8,6,1,550215.4086347608,
140.23696319040374,4.0,1.0,141.76037762579364,2,4,8,29,876013.6390238325,
117.96326108035612,4.0,2.0,108.61778164951028,3,1,4,49,798283.6707060019,
68.66829254098391,3.0,1.0,111.10351992319036,1,6,5,25,393202.30684579356,
74.69368748878587,4.0,1.0,76.27638138721127,2,2,4,11,466586.6081278471,
153.95003491066655,2.0,3.0,108.12541549271523,3,9,7,31,1041814.1873009758,
102.73152588286634,3.0,1.0,114.48431077235685,2,7,7,11,641729.6537499393,
145.1910966102555,2.0,2.0,155.401885906385,0,8,4,48,755800.3848262774,
150.10937007469767,3.0,1.0,261.31032547110897,0,6,9,45,781402.7327931408,
58.11741014870394,1.0,1.0,166.0983582824545,1,1,4,44,332786.7767315551,
74.04336277641612,4.0,2.0,147.02427676506582,3,6,7,48,501067.93324668886,
152.0719708356991,3.0,2.0,106.40614695225912,2,2,9,6,949942.9931638936,
55.13345224600873,2.0,1.0,242.40918035448647,3,5,7,44,373100.35543741897,
73.44862927186352,2.0,2.0,260.329982493265,3,4,9,43,497043.2391109216,
122.70601631382192,4.0,1.0,180.28035461407973,2,9,7,4,766503.6480805973,
89.7385109984972,2.0,3.0,252.944249586353,3,1,8,27,607280.4982457425,
28.633853122092756,3.0,2.0,236.59122058511724,3,1,6,36,193771.66388431718,
39.447341581506905,1.0,2.0,82.06241468110953,1,1,6,28,225879.880434264,
23.204340862504278,3.0,2.0,244.0236290882152,2,5,5,19,144949.795101544,
126.13850747892505,3.0,1.0,120.09915086617238,1,6,6,17,722283.1715700041,
111.21616185573387,3.0,2.0,241.38398019106629,1,6,5,32,636836.1551164197,
30.194278086226713,4.0,1.0,164.57470914003898,1,8,7,36,172895.80616791642,
69.67221296986351,1.0,1.0,111.75047235443844,0,2,4,14,362682.6066041415,
95.54582603450238,2.0,2.0,131.22016247442696,0,6,5,14,497369.14846278995,
125.37688730710708,2.0,1.0,79.25708357227022,1,8,4,46,717922.0494652076,
36.039559282928316,2.0,1.0,93.99961398640748,0,7,7,37,187605.94424136792,
146.63706247597673,2.0,2.0,245.88634140264804,0,9,8,26,763327.44112155,
142.83982170408993,3.0,2.0,155.32168711636672,0,6,9,11,743560.6916191748,
75.94391878572259,2.0,1.0,138.27697529480744,1,7,8,16,434863.35472275387,
119.90479131049986,2.0,1.0,153.27082847311675,2,8,6,12,749005.3277158518,
83.29131734657398,2.0,1.0,138.75062970110585,0,6,8,18,433577.6171745069,
32.48271265313187,2.0,2.0,85.02655033316682,1,8,6,3,185999.63789979933,
80.7404555068947,2.0,3.0,111.39944926340087,2,3,7,1,504358.75560856855,
35.496304994599924,2.0,1.0,104.13398618474812,1,5,6,19,203255.80398039366,
65.09935865367268,3.0,1.0,166.94422010583452,0,9,6,4,338878.3573586859,
62.970231791864265,2.0,1.0,194.61127882946406,3,7,8,35,426133.5887092401,
62.13980998467524,1.0,2.0,78.49622150484996,2,0,9,27,388166.71321537707,
30.72262733270868,3.0,2.0,220.1303075372512,0,7,8,33,159928.35719993716,
96.70745847264382,3.0,1.0,248.6802550641192,0,8,8,15,503416.09117671376,
64.75246021630579,4.0,2.0,250.77987482495962,1,4,9,33,370779.8139264334,
71.74152108969297,1.0,1.0,174.6609090870943,1,3,5,20,410799.95650477597,
143.39901467390882,1.0,3.0,254.90787242481835,0,6,8,10,746471.6019411471,
63.699279851423945,3.0,1.0,212.8826013953627,2,4,5,13,397908.20249066706,
47.95962880108415,3.0,3.0,214.06858237029886,2,0,5,24,299587.840441377,
51.06263514381874,2.0,2.0,259.1409998301764,3,9,6,11,345552.2291025991,
34.842611296660365,3.0,2.0,229.54244469044804,2,8,8,14,217650.19735659086,
51.793136483140785,2.0,2.0,175.5744518120918,2,2,8,1,323534.4871626463,
90.2922489470994,4.0,2.0,146.82655551036493,1,6,7,8,517023.49457873165,
63.62173186302931,4.0,1.0,265.368055913524,2,9,9,24,397423.7860146747,
28.810401550011548,2.0,1.0,133.13559532357866,3,7,6,11,194966.40643217182,
33.42874543110082,2.0,2.0,243.72546737475517,3,9,9,14,226219.76847230014,
90.48998769988178,1.0,2.0,241.83878381358136,3,1,8,23,612365.9085178667,
70.51322194316481,1.0,1.0,261.965871302015,2,5,5,5,440472.63109840255,
150.6405684897956,3.0,2.0,251.44423659948058,2,5,7,35,941001.4990712152,
93.64776619487061,3.0,3.0,209.16029840648892,2,7,9,27,584986.4300001852,
152.3801124055779,2.0,1.0,246.09833148946439,0,6,9,28,793223.2091693719,
103.98682649072491,2.0,1.0,170.32010224151696,2,7,6,39,649571.0988906615,
110.49372892021192,1.0,1.0,187.23221434772486,1,7,9,20,632699.4235001636,
157.86509158227526,4.0,1.0,262.22273349937745,3,7,5,42,1068308.248097624,
133.87171657671422,2.0,2.0,215.8449533152797,3,0,6,23,905939.7335563245,
121.81893021207571,1.0,1.0,254.71867540088954,1,2,7,7,697548.790051633,
39.000379085458675,3.0,1.0,221.07192783673187,0,8,7,35,203018.65754403503,
76.53842948643623,3.0,2.0,82.03672390686792,0,4,6,32,398425.08122334373,
24.652170935532492,2.0,1.0,247.08318298962254,0,4,6,4,128328.25644876737,
96.51751210085261,1.0,1.0,160.1362782714923,3,4,8,30,653155.5091105403,
83.85452962254388,1.0,1.0,89.98475076672452,0,5,6,29,436509.4502197493,
107.44657810164858,3.0,3.0,253.29877951437612,3,9,4,28,727114.9338043056,
33.901208565040974,2.0,1.0,92.43548942379465,3,3,7,15,229417.03176750598,
133.31859627293176,3.0,1.0,123.32262402325607,2,0,5,46,832796.9032817151,
158.88632473052914,3.0,2.0,104.83011002723659,1,5,7,48,909800.827987775,
149.25549588755416,2.0,2.0,231.6125489471664,3,4,8,25,1010045.195758008,
99.2336069680917,2.0,2.0,93.80478775770769,2,0,8,42,619879.3183759365,
109.53229788787891,3.0,1.0,113.94500294630797,0,3,8,40,570176.5110073414,
155.31696033563838,2.0,3.0,188.4959599103971,2,9,5,38,970213.3626568238,
96.957073518785,2.0,2.0,164.2322587860112,0,0,5,19,504715.47627908236,
70.58364895238475,2.0,1.0,91.8718456098813,1,4,4,4,404169.8514217009,
104.50823068538324,1.0,1.0,166.93081169090073,0,7,6,22,544023.4478120664,
51.77887162996069,3.0,1.0,114.23877403201311,0,3,7,11,269537.8161434071,
78.12680863843985,3.0,1.0,170.0487421415326,2,9,9,26,488032.1734274518,
128.50175641900472,2.0,1.0,138.65672017800014,0,4,8,39,668923.0897748877,
124.88520074538545,3.0,1.0,231.48295866012575,0,1,5,49,650096.9066708058,
102.91652142668731,3.0,2.0,231.6460490726151,0,9,7,24,535737.716122311,
36.259358810937634,3.0,1.0,246.36747756096133,0,9,4,38,188750.12299428426,
127.0681088654732,2.0,2.0,115.37269964605983,0,3,9,20,661460.157143605,
64.53990892931489,2.0,1.0,167.84367693238116,2,8,9,37,403159.3325838983,
69.85935056598662,2.0,1.0,250.40375656385794,0,6,4,46,363656.7618413939,
44.89970221223601,1.0,1.0,207.46886856364725,3,7,5,44,303846.28881338105,
105.19491778728192,2.0,1.0,97.05425072748461,0,7,6,36,547598.0359788837,
140.3480382667139,2.0,2.0,87.94862353413404,3,2,8,11,949766.4453987861,
125.67494651327546,2.0,2.0,273.2514440194894,1,1,6,26,719628.7697447614,
152.873621476876,1.0,1.0,130.9449431908788,1,2,9,11,875371.418106867,
28.489855140220424,2.0,1.0,246.29307747025683,1,5,7,17,163136.09015618387,
117.23160006826274,2.0,1.0,152.94019248036165,3,7,9,28,793332.3576183745,
84.83926440183498,3.0,3.0,164.56512146885865,0,0,9,2,441635.5422633813,
96.02412834077586,3.0,1.0,134.90930104182385,1,4,9,15,549844.875695938,
90.5443102083216,3.0,2.0,103.76885644371274,0,7,4,15,471333.47771991097,
56.49882272338575,1.0,1.0,258.78314711753393,1,3,6,14,323518.564490995,
143.25164272713482,2.0,1.0,75.45895833114966,0,4,8,18,745704.449018655,
80.69227595887907,4.0,1.0,114.47228434816763,2,6,7,31,504057.79400598165,
146.0157307070634,3.0,3.0,103.65939226290467,1,1,9,11,836102.3701808917,
58.6734538401035,2.0,2.0,263.99476787102356,3,1,9,35,397056.3349598404,
76.069815034273,2.0,3.0,266.58767805924487,0,1,9,24,395985.68244787434,
141.25497486957306,3.0,2.0,134.16305342171356,2,1,7,31,882372.819195376,
140.623525156533,3.0,1.0,188.93652447993276,3,1,8,26,951630.7265624474,
91.8106042843705,4.0,2.0,221.73668955037294,1,5,9,8,525717.7666966862,
117.4592516925991,2.0,2.0,171.31002544268648,3,0,5,11,794872.9268825086,
89.232381903455,1.0,1.0,78.7736211243991,2,4,4,9,557404.9937453223,
50.54945106589487,2.0,1.0,237.4339363908318,1,0,9,47,289451.7983978639,
44.2537173592995,2.0,1.0,237.17029723909513,2,8,7,25,276438.24496981746,
44.541834908371115,3.0,1.0,252.52553660910635,0,2,7,16,231865.01617921874,
142.16900932907993,3.0,2.0,195.87199111214704,0,4,7,44,740068.7402322398,
85.0848924864378,3.0,1.0,272.70137186598447,3,9,6,35,575788.4249184241,
88.09898667137968,1.0,1.0,100.16817282429543,2,4,5,47,550325.0509177347,
80.11553519394113,4.0,1.0,131.9864471416398,0,9,7,42,417045.9053194234,
65.76188603155298,1.0,2.0,160.75788161252927,2,5,8,24,410792.6168748736,
123.69716569017932,3.0,2.0,208.38462770948786,3,5,4,12,837086.2807515967,
70.65489238791496,2.0,2.0,262.3258798977697,2,4,8,8,441357.59921967593,
43.39344671103237,2.0,2.0,175.69511926047244,0,1,9,24,225887.01710253657,
47.28938640720028,2.0,1.0,172.94117665548634,1,8,5,46,270784.3043211751,
57.45240693851175,2.0,2.0,92.95749633066595,3,7,8,38,388793.2385196457,
26.788688986243557,1.0,1.0,178.4575989524461,2,9,5,31,167340.02498082272,
140.36045581021128,4.0,2.0,240.25555812431503,3,7,6,3,949850.4776823416,
107.14039365913293,1.0,2.0,155.97698789588463,3,5,8,32,725042.915461934,
130.97129469257908,2.0,1.0,231.1687435663272,2,2,8,30,818134.0914772461,
39.68279908245719,3.0,1.0,251.9382331086933,2,9,7,44,247885.23966877867,
29.041283834757195,1.0,1.0,146.71466545867395,3,4,8,32,196528.83829510745,
32.73440876355966,2.0,1.0,121.45875346088619,0,9,4,36,170400.79810797094,
80.86540777709622,4.0,2.0,179.86148589482625,1,2,8,28,463044.3499523836,
37.018364346928415,2.0,1.0,187.62547994197556,1,6,9,33,211971.28570195506,
104.77562693633246,3.0,3.0,190.2018860740809,3,8,8,2,709040.0121634686,
83.70253049894279,2.0,2.0,223.40581341137565,1,1,7,49,479290.0312960529,
129.32562565794478,3.0,1.0,171.77633784632314,1,8,6,18,740532.9659628496,
81.31199703748894,2.0,1.0,203.6800055211785,1,7,4,35,465601.56989919045,
150.52451567311888,3.0,1.0,269.72609487986006,3,8,9,32,1018632.9353927159,
69.4475137441841,2.0,2.0,221.70141229549372,3,2,8,29,469966.798860775,
157.8030299546348,1.0,1.0,142.00676410018144,0,5,4,13,821452.5101812693,
37.049974555118624,2.0,1.0,271.8398435122412,0,7,7,41,192865.71752902173,
108.6091915867328,1.0,1.0,146.40900558425182,0,7,4,41,565371.2294581938,
100.38217612703473,1.0,1.0,220.1508360817612,3,8,6,49,679308.5516477802,
74.53942826474082,3.0,2.0,271.1987036995008,0,3,4,49,388019.1684098244,
47.78660335780367,2.0,2.0,110.35258268124457,0,0,5,27,248755.8400658679,
64.32037730787961,2.0,1.0,169.78978194679974,0,9,4,12,334823.3263363408,
48.351354491536014,1.0,1.0,203.52127422648567,3,4,4,27,327204.38883778936,
86.97630282524024,2.0,1.0,175.5559267374308,3,8,9,43,588588.0200995201,
37.100922527206734,2.0,2.0,239.5102674607651,0,4,5,45,193130.93005106552,
94.02774777899747,3.0,2.0,208.16387490901772,3,8,4,16,636306.7192090008,
104.42202421350024,3.0,1.0,271.16396895223465,1,4,8,44,597932.1647141583,
96.08954854652738,1.0,2.0,164.79927885303442,0,7,4,25,500199.5264502938,
119.72057005229216,3.0,1.0,246.23215626493544,0,4,8,32,623212.132352972,
85.05505689822147,2.0,2.0,243.06780563158145,3,0,6,32,575586.5208454027,
138.25630820624104,1.0,1.0,103.68955118700123,3,8,5,43,935611.2420286207,
148.52586785640696,2.0,1.0,198.54515450014642,1,5,9,5,850475.6956430348,
34.3698372670365,3.0,1.0,244.32565991671206,3,1,5,9,232588.3466074064,
115.99264332724033,2.0,1.0,103.52435983483146,3,9,9,48,784948.0613043249,
112.11812005597385,2.0,3.0,267.01175598510844,3,2,7,30,758728.2990588957,
62.48985790129541,1.0,1.0,245.76923268600876,2,8,7,11,390353.3460566402,
33.90359894845169,4.0,1.0,161.5956858326862,3,4,4,28,229433.2080246391,
135.02800138949914,3.0,1.0,162.78136238221154,3,8,6,44,913764.5705121523,
54.73519109893036,4.0,2.0,102.07284892829864,0,1,8,5,284927.102707683,
46.737553304162105,2.0,1.0,112.17594746568646,0,3,9,45,243294.95125963018,
100.76473060067835,3.0,3.0,110.929597228293,2,1,5,2,629443.7381598739,
124.00738639791851,2.0,2.0,107.94398198854344,2,5,5,10,774632.8739077308,
55.91380375213196,2.0,2.0,222.85762500738988,1,0,7,29,320168.6805702866,
78.72641863760609,3.0,2.0,236.3027772452318,3,6,7,2,532759.215674405,
153.09212092509705,2.0,1.0,259.3747630302157,1,0,8,18,876622.5703331114,
24.899396146931487,2.0,1.0,198.38651584946837,0,5,6,25,129615.20113254298,
49.595726920864266,2.0,2.0,170.77163007722433,3,4,9,40,335625.334321255,
46.486048449160144,2.0,1.0,233.20480095698596,2,9,4,39,290382.87438167766,
98.92212658191835,1.0,1.0,88.6078343429818,0,4,9,11,514944.6700519417,
35.54761007745469,3.0,1.0,188.51284931039743,1,9,7,24,203549.58261074722,
126.42073145218346,1.0,1.0,92.2725392938124,3,3,9,40,855517.2570910929,
135.91454309786818,2.0,1.0,179.6910392737973,3,8,6,47,919763.9957798949,
114.56311960094497,2.0,1.0,230.62163422174106,0,1,8,37,596364.7351856768,
110.45095014156183,2.0,2.0,241.78150206117675,3,2,7,35,747446.1887918622,
41.20235487717572,3.0,1.0,97.13192368275661,3,7,6,49,278825.5156042002,
80.32285610193837,2.0,1.0,123.27677542770456,0,2,7,31,418125.12591700227,
90.16539088426693,2.0,1.0,266.11934896158374,2,4,9,48,563233.1903486191,
72.39689291105731,4.0,1.0,267.19872622363346,3,0,6,45,489925.9048237028,
